__intercept__,-0.25365935366457454
.,0.007425109084753282
",",0.09548706578921509
the,0.04899935209619222
a,0.044107214072403055
and,0.20541415430828416
of,0.09861276916081592
to,-0.08024606982541897
is,-0.013175925409717152
in,-0.0861289448488526
that,0.12719282397466286
it,0.11602785798371414
but,-0.23025163515961572
with,0.2772920856354007
this,-0.0151684553537201
for,-0.06846457906118719
as,-0.08571373210621236
film,0.20067075043234125
an,0.12832446613952406
movie,-0.23723707325738014
on,-0.10379552888877638
be,-0.06762254131697969
by,-0.07140667208174689
not,-0.12807022040051652
are,-0.07940802098493459
one,-0.027458058049277256
at,0.07046125218102188
from,0.10360525900117164
have,-0.04403995369725645
has,0.3990454646287632
you,0.39114491025653353
his,0.016720327084815297
all,-0.23434544370228627
i,-0.007459835097117335
like,-0.22594281827841184
),-0.2767694696805912
(,0.17259268520796958
about,0.05087098281361907
who,0.380182474794595
its,0.15508830171232002
more,-0.10567169543896293
so,-0.5416198744267731
,0.0998887284780283
was,-0.18747014361603181
if,0.2433825294616154
"""",-0.04632341850279556
or,-0.3272307067746314
out,-0.06722560691921858
it's,0.14965523650494247
he,0.09384039023775932
than,-0.16071814471736692
what,0.15292482286479145
just,-0.1462252896992821
up,0.04197375882653907
they,-0.01233655104817482
when,-0.01630807378143721
some,-0.0829269199914026
there,-0.24141046951786344
even,0.1289944379938991
into,0.42151670879647035
only,-0.7271790417564221
time,0.45296319500383003
no,-0.5399271232377933
good,0.4421328265626642
which,-0.20702092248149817
can,-0.14659798893452008
most,0.0756072790743441
story,0.20578155222426006
their,0.3799477320002782
?,-0.43793192652399215
much,0.14149403830641702
:,0.19757894466875936
would,-0.29852871762710836
will,0.23190827199902272
do,-0.3368521093114532
been,-0.11556330677716077
very,-0.0482708459084561
her,-0.012151968296343687
too,-1.1717068700032052
make,0.4785108292673541
well,0.16601436812543344
way,0.5073991871772767
other,-0.2515669146938546
get,0.055829109575149374
see,0.24284418116522571
also,0.3134164320919499
we,0.047132654004911484
does,0.11169385858900181
after,-0.36044758355911205
characters,-0.250134996515287
first,0.28155347257820723
them,-0.14854956554729684
little,-0.4541750627824769
really,-0.15068254348246027
any,-0.2849459300046244
two,0.1805986171413989
him,0.07140231963156095
how,-0.23146078232572717
could,-0.23324760733489486
character,-0.1916814260095873
never,-0.36365312548665374
while,0.26501157751068694
had,-0.17288111817769153
people,-0.2377968709137005
best,0.975403581115351
plot,-0.5159861685299767
bad,-1.3110477939522285
because,0.6197721863582775
my,0.4326832043415718
off,-0.6512167817132848
then,-0.5392949615907248
me,0.017648777162774625
films,0.1230151735698467
being,0.3751648568035574
where,-0.5772904906781532
through,0.04970003716206407
makes,0.528841400329455
life,0.30929841935340857
director,0.12440900825624952
over,-0.033264932730277974
-,-0.12707952690877913
she,-0.047435010707488935
many,0.6519160100778315
movies,0.24203550886257585
great,0.7338421088105926
made,0.16600179346459407
were,-0.05327273366146048
these,0.3322986287674579
here,-0.10323367269406473
such,-0.21786421064054168
new,0.1473180257273927
work,0.36464258274637784
!,-0.10335334190944571
something,-0.09681279593185119
enough,-0.05947869080664497
better,-0.5173576123295602
end,-0.05977380786182328
love,0.3988107544924207
;,-0.18079341752723416
doesn't,-0.5914221097612944
scenes,0.087092706057347
man,-0.5021543734719344
another,-0.38457199787113655
still,0.9732952305878927
those,0.18145270071330247
go,0.3652994585992311
know,-0.27908218164694704
before,-0.736388986204962
back,0.1658786370379323
should,-0.04745885935295013
seen,0.3861927361699303
funny,0.8676160567099649
us,0.44575072700324614
few,-0.5438970873414165
scene,0.032988344443180787
comedy,0.2576277070499883
every,-0.3149780941955937
your,-0.03414019879920941
though,0.15563286349213684
between,-0.11620148563524776
seems,-0.512052661719049
now,0.43292530667592516
own,-0.13965651523453163
may,0.49912069388765606
nothing,-1.0472751840807948
think,0.06823290263730765
look,0.4331097791726684
both,0.7357341919777076
say,0.03793767798060943
big,0.2857686856125397
take,0.5393759763715308
--,0.04709409503259702
down,-1.0462936321655585
long,-0.18558755759201878
did,-0.12301050910860081
cast,0.09681856294122905
don't,-0.4132504959698301
's,0.17100799415941664
around,-0.5734087052124156
ever,0.08162718603575259
same,-0.13589050173311046
acting,0.22370484992259493
audience,0.0956109735705918
going,0.348678220984068
script,-1.137904864196275
gets,-0.13559502286057942
without,0.11082113227323302
right,-0.11223443883018502
thing,-0.33642346090807246
real,0.6612315530481359
why,-0.4330416816571173
performance,1.2361175094819572
watch,-0.10063793481548164
years,0.4708991459661716
come,-0.2543372641698707
things,-0.6028132508073037
however,-0.47087086711321335
there's,-0.08131931434565594
find,-0.8079072010024492
world,0.7912265362241019
actors,0.05525916579934655
almost,-0.31141874885403076
isn't,-0.5053475471878064
role,0.7338072420085321
might,-0.13656470953304614
comes,0.2206652125650058
last,-0.1537777072337914
actually,-0.5188031014083696
lot,0.269476648286548
old,-0.44630444883306886
action,-0.6594873377133431
young,-0.146603563720338
plays,-0.5741476258397025
least,-0.13292979169598745
part,0.4855922755765338
far,-0.10332497916336768
fact,-0.47477201527339546
that's,0.647654397853935
quite,-0.14165534331271828
since,-0.45143251461045675
takes,-0.017706070937758195
minutes,-0.7592329709476872
interesting,-0.3716322161349269
fun,0.9630503830812239
screen,-0.5288184242658571
yet,0.47000906583077084
goes,-0.13038064885373796
anything,-0.5825430200076791
he's,-0.1490219121366902
watching,-0.5262894671220969
show,-0.031646885114188415
away,-0.11084611328582573
again,-0.00978867104069122
although,0.3929431680845244
rather,-0.2829090508222659
once,-0.13980799085256207
want,0.2587856970420746
point,-1.0083136357502953
