0.35996,0.5122800000000001,0.21537,0.4179600000000001,-0.13307,0.085701,-0.02181,0.71249,0.4359,0.92605,0.6208899999999999,0.69796,0.49654,0.77425,0.38303,1.0043
0.4557100000000001,-0.15031,0.7195600000000001,0.053947,0.37349,0.24164,0.47382,0.30896,-0.04961,-0.22818,0.7105100000000001,0.026999,-0.10442,-0.033877,-0.14525,-0.067301
1.1417,0.46121,1.7838,0.72715,0.92484,0.15608,1.4777,0.8735200000000001,0.31388,-0.25524,0.49581,0.068505,0.4443,-0.14729,0.38256,-0.19253
0.45611,0.29157,1.2954,1.0654,0.59995,0.59819,0.99108,0.76677,0.6056,0.73997,0.2182,0.065858,0.50275,0.49592,0.12004,-0.45217
0.9601,0.46872,0.3855,0.27971,0.063756,0.12079,-0.14839000000000002,-0.28192,0.36372,0.5007199999999999,0.18127,0.40963,-0.023323,0.098383,0.94603,0.5602
-0.95995,-0.25729,-0.95089,-0.066387,-0.80565,-0.20738,-1.4648,-0.94559,-0.03974,0.26424000000000003,-0.92589,-0.38146,0.13482,0.81055,0.22246,0.6575
-0.9254,-1.2596,-0.5068699999999999,-0.45628,-1.1759,-0.6917399999999999,-0.88994,-0.841,0.42844,0.40056,-0.30954,-0.56633,-0.20139,-0.11472,-0.32837,-0.014262
0.127,0.26593,0.1983,0.10652,0.13154000000000002,0.21446,0.054107,0.17820999999999998,0.5857100000000001,0.56145,-0.15834,-0.045967,0.36966,0.030026,0.5604100000000001,0.59111
0.5129199999999999,0.60614,0.49846,0.44195,-0.23241,-0.001003,-0.049151,-0.11161,-0.0048055,0.17908,-0.07074,-0.019801,-0.25451,0.0030404,-0.29457,-0.18195
-0.039701,0.34346,0.48836,1.0025,0.44986,1.1747,0.041083,0.46289,-0.24868,0.050464,-0.084606,0.40051,0.34228000000000003,0.13375,0.054839,0.76435
-0.26548,-0.43996,-0.33489,-0.32418,-0.2119,0.10394,0.38699,0.21267,-0.069374,0.024095,0.6675,0.45928,0.9152,0.26049,0.42242,1.0113
-0.013654,-0.047109,0.15423,-0.14222,-0.6237199999999999,-0.47334,0.05619,-0.055641,0.036042000000000005,-0.064805,-0.31942,-0.44242,-0.49452,-0.63002,0.20248,-0.46557
1.0868,1.4154,0.27274,0.67619,-0.5542199999999999,-0.41883,0.45343,0.4306,-0.68352,-0.25491,-0.66679,-0.25291,-0.9644,0.07007200000000001,-0.81434,-0.47803
0.30419,-0.23872,0.584,0.3676,1.1884,0.64965,0.71486,0.13277,0.5553100000000001,0.29661,0.96027,0.56519,0.61792,0.44514,0.42395,0.12959
-0.77058,-1.1386,-0.95451,-1.1215,0.15953,-0.11465999999999997,0.11549,-0.032679,-0.36235,-0.47602,0.14904,-0.42689,-0.52774,-0.6902,-0.11469,-0.08755399999999999
-0.054124,0.011318,0.0045444,0.2052,-0.46008,0.09816,0.093776,0.14575,0.13997,0.24244,0.4003,0.66001,-0.015359,-0.68792,0.16981,0.53154
0.4386,0.061781,-0.10689,-0.093313,0.37873,0.27543,0.33551,-0.4966600000000001,0.020455,-0.06704500000000001,0.6387,0.7487699999999999,0.6764399999999999,0.25438,-0.078591,-0.5573100000000001
-0.51727,-0.27945,-0.055543,-0.45102,-0.39124,-0.32555,-0.014449000000000004,-0.28659,-0.8249799999999999,-0.46029,-0.74965,-0.61531,-0.93268,-0.36537,-0.28857,0.030506
-0.61157,-0.72353,-1.0815,-0.82086,-0.72388,-0.18716,-0.4421600000000001,-0.28783000000000003,-0.68761,-0.38406,-0.98889,-0.93373,-0.8452200000000001,-1.039,-0.16635999999999998,0.24326
-0.78045,-1.4846,-0.8023399999999999,-1.0283,0.12750999999999998,-0.67806,-0.51026,-0.82325,0.28685,-0.3654,-0.1133,-0.70314,0.57194,-0.098345,1.0372,0.62774
1.108,0.57368,-0.28716,-0.42071,-0.4773,-0.50107,1.3396,1.4584,0.37247,0.15749000000000002,0.32911,0.25014000000000003,-0.076681,-0.34886,0.11272,-0.14136
0.17912,-0.079592,0.5058,0.20971,0.8629600000000001,0.4437,0.10685,-0.30365,0.6281399999999999,0.21118,0.97882,0.47758,0.7369,0.21675,0.47125,-0.11418
0.13787,-0.2305,0.31216,-0.086038,0.37243,0.38105,0.15161,-0.25212,0.45655,0.018207,0.3331,-0.27972,0.57276,-0.25511,0.6317699999999999,-0.4536600000000001
1.0502,0.47672,1.4324,0.5662699999999999,1.3784,0.70921,1.1234,0.5435800000000001,0.11955,-0.42058,1.3617,0.10961,1.1469,0.94103,1.3327,0.38048
-0.10599,-0.34175,0.086949,-0.27425,0.15631,0.047739,-0.15404,-0.05659400000000001,1.087,0.8261200000000001,-0.14774,-0.18595,-0.14779,-0.085463,-0.023073,-0.10186
0.28804,0.072757,-0.24743,-0.365,-1.4187,-1.1076,0.32304,-0.032607,-1.3191,-1.2281,-1.4021,-1.1541,-1.1035,-1.1972,-0.83849,-1.0546
0.084783,0.051569,-0.30108,-0.23322,0.44118,0.20431,-0.33192,-0.016844,0.1611,-0.1881,0.29626,0.014234,0.27701,0.39901,0.33737,0.14396
0.7445,0.2031,0.93384,0.40758,0.71318,-0.11379,0.19961,-0.39873,-0.37508,-1.1329,0.13054000000000002,-0.15504,0.16373,-0.41628,-0.62283,-0.68366
-0.072019,0.26187,1.2384,1.1523,1.7589,1.847,0.67151,0.44715,1.1136,0.9173,1.1928,1.2269,0.46624,0.92671,1.4686,0.98772
-0.30362,-0.092024,0.49104,0.70489,0.23644,0.37206,0.5039899999999999,1.0367,-0.8442,-0.47742,0.076387,-0.083134,-0.7348100000000001,-0.14943,-0.31016,-0.42281
-1.1903,-1.2081,-0.5836399999999999,-0.60348,-0.42216,-0.5136,-0.7286100000000001,-0.4937,-0.7873399999999999,-0.7841100000000001,-0.7157,-0.96295,-0.62934,-0.48862,-0.7812899999999999,-1.1285
1.3395,1.0338,0.43755,0.39924,0.52977,0.36596,1.3046,0.5229,-0.61974,-0.86034,0.13113,0.26263000000000003,-0.19403,-0.62334,-0.33625,-0.17079
0.80093,0.89613,-0.27044,-0.40429,0.276,0.23808,-0.55406,-0.6868,-0.48193,-0.39816,-0.5027699999999999,-0.10777,-0.19497,-0.21024,-0.22573,-0.6250100000000001
-0.11032,0.096217,-0.54864,0.13145,-0.29122,-0.48616,0.7781100000000001,1.4875,-0.76358,-0.15607,-0.37225,0.2001,-0.21308,0.23529,0.20108,0.53163
0.003609900000000001,0.010421,0.45196,-0.33833,0.73315,-0.41659,0.034829,-0.74251,0.55343,-0.50674,0.6161399999999999,-0.60195,0.6181300000000001,-0.27507,0.8531299999999999,-0.051494000000000005
0.075959,0.58195,-0.08125299999999999,0.51366,-0.6532899999999999,-0.058574,0.3011,0.69075,0.80071,1.0742,0.29827,0.60761,0.24423000000000006,1.0154,0.13282,0.39658
0.38789,0.31597,0.89655,0.96577,1.2623,1.5762,0.64479,1.0924,0.53818,0.93976,0.88864,1.1275,1.0047,0.48323,-0.11299,0.044987
-0.19721,0.14012,-0.63379,0.011635,-0.8819299999999999,-0.5005,-0.7633,-0.73293,-0.13143,-0.091229,-0.34603,-0.032634,-0.25292,-0.014135,-0.23901,0.071494
-1.276,-1.5973,-0.48061,-0.27224,-0.52984,-0.3276,-0.82385,-0.42418,-1.2196,-0.79965,-0.86274,-0.69365,-0.39378,-0.4169100000000001,-0.23731,-0.27011
-0.59604,-0.17403,-0.30181,-0.18348,-0.58321,-0.20836,-1.3391,-0.6129899999999999,-0.10605,0.13812,-0.42865,0.071476,-0.4351100000000001,0.15258,-0.28599,0.40348
-1.4247,-1.108,-0.34392,0.098401,-0.49507,-0.40788,-0.21368,0.06227000000000001,-0.60646,-0.14918,-0.5020600000000001,0.14524,-0.72648,-0.73944,-0.070439,0.6480100000000001
-0.6149399999999999,-0.48017,-0.56492,-0.35703,-0.4613100000000001,-0.32785,-0.37604,-0.74019,-0.45015,-0.62778,-0.65342,-0.56237,-0.54995,-0.27316,-1.0894,-0.91126
0.26129,-0.048272,0.57867,0.030981,1.0671,0.15247,0.4248,-0.17324,0.34853,-0.25522,0.50815,-0.1676,1.2234,0.53514,0.97907,1.0973
-0.4681,-0.32676,-0.31062,-0.24961,-0.34936,-0.29871,0.38984,0.13352999999999998,-0.49596,-0.52545,0.7233,0.71003,-0.58175,-0.69484,-0.33889,-0.48694
0.4763,0.25385,0.33411,0.55356,-0.4241,0.14586,0.31933,0.28986,0.31408,0.23676,-0.12165,0.39329,0.55774,0.46967,0.32507,0.51703
-0.12843,-0.31684,-1.3443,-1.2441,-0.8935799999999999,-0.85251,-0.19693,0.16360999999999998,0.24088,0.18139,-0.4388,-0.60368,-0.21793,-0.62083,-0.52728,0.29636
0.24786,-0.0036187,0.26834,0.18698,1.8929,1.0521,1.3328,0.48912,0.28625,-0.5928800000000001,1.5427,0.63867,0.97747,0.00082491,1.1859,0.81413
0.1086,-0.33311,-0.14779,-0.23845,-0.22437,-0.041646,0.12366,-0.0094075,-0.11539,-0.081326,0.01085,-0.19897,-0.19715,-0.66475,0.072546,0.30584
0.36115,0.59856,0.3414,0.39128,0.17634,-0.12891,0.068608,0.36473,0.40018,0.5192399999999999,0.32925,0.35546,0.69001,0.46665,0.18302,-0.2233
-1.4185,-0.74083,-0.041143,0.46857,-0.18259,0.5562699999999999,-0.9102,-0.49603,-0.94102,-0.19556,-0.5050399999999999,0.5090899999999999,0.032333,0.6386,-0.26567,0.24996
0.27347,0.48134,0.6044,0.86575,0.29147,0.30437,0.21852,0.18762,0.30618,0.071476,0.42031,0.32231,0.43628,0.68967,-0.13394,0.31102
0.050184,-0.96919,0.9563,-0.17279,0.16035,-0.79668,0.08504099999999999,-0.27734000000000003,1.3605,0.57523,0.2242,-0.58378,0.98174,0.2797,1.0216,0.31668
-0.21788,0.10767,-0.49033,-0.17502,-0.66785,-0.16004000000000002,-0.30843000000000004,0.66655,-0.75011,0.43635,-0.4098100000000001,0.06119400000000001,-0.58334,0.54078,-0.51046,-0.11312
0.90376,0.59495,1.4162,1.0776,0.8657799999999999,0.013694,0.45397,0.04171,1.3509,0.55699,1.1989,0.58127,1.0221,0.60485,0.97172,0.69429
-0.29338000000000003,-0.21382,-0.69663,-0.71859,-0.85416,-0.75772,-0.13264,-0.90935,-1.1497,-1.4944,-0.88256,-1.3054,-0.8699600000000001,-1.0627,-0.70133,-0.42273
-1.9606,-2.1089,-2.5891,-2.5991,-1.3055,-0.96421,-2.0675,-1.7657,-2.6059,-2.6694,-2.2866,-2.2658,-2.4023,-2.2384,-2.0962,-2.0001
0.16602,0.08507999999999999,0.63868,0.31298000000000004,-0.264,-0.1877,-0.26428,-0.51979,-0.07840599999999999,-0.49878,-0.20654,-0.0047571,-0.78882,-0.7026600000000001,-0.48711,-0.86024
-0.10826,0.25984,-0.56812,-0.093704,-0.10968,0.11148,-0.4563100000000001,-0.1596,0.09977,0.59342,0.01268,0.27903,0.399,0.51612,-0.089502,0.33428
